gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
M,18.0,"1,844",73.6,873,780,996
M,18.0,"1,787",59.4,840,676,900
F,25.0,"1,554",49.3,740,623,892
M,17.0,"1,734",63.9,848,720,895
F,16.0,"1,644",47.2,748,605,876
F,25.0,"1,596",47.3,765,648,882
M,25.0,"1,670",67.0,930,830,926
F,56.0,"1,488",45.7,871,754,845
M,18.0,"1,745",74.5,950,840,971
F,69.0,"1,503",49.3,855,804,891
F,68.0,"1,474",57.4,966,925,944
F,46.0,"1,557",55.9,860,730,969
F,17.0,"1,581",69.3,974,851,"1,006"
M,17.0,"1,695",57.1,801,665,855
F,44.0,"1,626",49.0,785,674,910
F,65.0,"1,489",59.8,"1,035",881,932
M,24.0,"1,817",99.9,"1,062",950,"1,110"
F,31.0,"1,680",57.0,855,751,934
M,25.0,"1,702",71.2,878,846,"1,003"
F,46.0,"1,540",57.5,921,855,934
M,26.0,"1,713",66.1,945,747,950
M,18.0,"1,713",70.7,954,760,960
F,18.0,"1,583",56.5,864,740,955
M,22.0,"1,774",67.2,911,765,942
F,17.0,"1,613",50.2,837,634,906
F,54.0,"1,540",62.3,951,845,958
M,28.0,"1,760",80.6,"1,014",900,996
F,17.0,"1,585",49.2,792,650,873
M,22.0,"1,695",58.0,893,704,870
M,29.0,"1,817",102.6,"1,070","1,000","1,086"
M,42.0,"1,734",87.9,"1,135",968,"1,016"
M,19.0,"1,780",86.7,"1,032",879,"1,039"
M,63.0,"1,682",78.0,975,977,958
F,34.0,"1,543",54.4,891,815,944
M,20.0,"1,683",78.7,990,926,"1,026"
M,16.0,"1,755",74.3,950,825,985
M,16.0,"1,705",60.7,872,709,847
M,16.0,"1,704",62.7,815,715,902
M,47.0,"1,751",76.8,980,902,965
M,19.0,"1,602",52.9,790,700,857
M,43.0,"1,533",51.1,843,761,866
F,17.0,"1,563",46.3,785,605,880
M,48.0,"1,702",73.0,"1,026",886,963
M,19.0,"1,782",82.2,947,855,"1,018"
F,18.0,"1,512",51.5,755,677,945
M,29.0,"1,753",60.2,863,731,884
M,17.0,"1,775",83.5,961,912,"1,016"
F,21.0,"1,627",53.5,810,695,926
F,46.0,"1,574",57.1,902,843,918
M,47.0,"1,825",89.2,"1,016",957,"1,012"
M,25.0,"1,820",75.9,980,764,975
M,23.0,"1,758",87.7,"1,038",950,"1,060"
F,60.0,"1,580",61.9,939,820,986
F,19.0,"1,575",47.1,755,636,887
M,35.0,"1,714",77.5,954,865,960
F,32.0,"1,634",51.3,833,689,890
M,43.0,"1,711",59.5,825,745,879
F,21.0,"1,625",45.8,765,628,840
M,26.0,"1,764",102.9,"1,112","1,037","1,126"
F,20.0,"1,623",63.4,871,761,984
F,25.0,"1,584",43.3,755,585,845
M,16.0,"1,707",54.6,780,704,873
F,20.0,"1,570",43.1,760,661,842
F,45.0,"1,642",73.2,"1,028",890,"1,003"
F,53.0,"1,507",47.4,845,707,855
F,35.0,"1,479",53.3,956,806,935
M,24.0,"1,765",67.4,875,765,940
F,51.0,"1,569",63.3,955,825,961
F,17.0,"1,650",83.1,"1,080",891,"1,055"
M,18.0,"1,823",57.8,806,671,900
M,18.0,"1,688",57.0,816,671,905
F,57.0,"1,571",56.8,887,766,925
M,21.0,"1,644",70.0,915,830,977
F,54.0,"1,528",48.2,865,705,901
F,16.0,"1,670",58.4,896,692,954
F,67.0,"1,479",50.6,897,815,885
M,28.0,"1,735",78.7,925,893,"1,035"
M,22.0,"1,635",60.2,905,750,890
M,17.0,"1,846",65.5,830,710,935
F,19.0,"1,590",54.3,895,720,900
F,43.0,"1,655",63.9,895,810,955
F,36.0,"1,634",68.0,961,821,990
M,16.0,"1,810",54.4,724,641,842
F,20.0,"1,633",57.2,866,716,969
F,34.0,"1,614",58.4,823,754,937
M,33.0,"1,715",75.5,945,831,972
M,23.0,"1,670",70.6,957,767,925
M,17.0,"1,623",45.2,718,626,801
M,30.0,"1,670",55.2,805,671,865
F,38.0,"1,590",57.0,869,770,929
F,67.0,"1,580",62.8,"1,035",930,913
M,50.0,"1,759",72.6,922,926,975
F,20.0,"1,706",59.6,790,699,982
M,18.0,"1,704",56.9,803,704,886
F,19.0,"1,655",66.2,970,825,"1,003"
M,57.0,"1,568",63.1,944,903,911
M,22.0,"1,753",69.0,936,765,925
F,44.0,"1,600",58.7,960,781,905
F,64.0,"1,546",73.3,"1,030",980,"1,021"
M,18.0,"1,699",62.2,840,750,901
F,19.0,"1,654",54.5,784,672,930
M,21.0,"1,745",57.0,843,698,875
F,39.0,"1,622",49.4,785,705,892
M,18.0,"1,741",75.3,917,820,983
F,25.0,"1,640",58.1,860,736,920
M,65.0,"1,708",59.7,893,794,860
M,28.0,"1,704",65.4,855,748,953
F,36.0,"1,556",61.2,862,764,983
M,40.0,"1,640",61.7,915,795,912
F,47.0,"1,598",68.7,"1,010",860,990
F,31.0,"1,583",55.5,869,814,927
F,34.0,"1,559",49.2,813,735,875
F,62.0,"1,580",58.6,935,866,891
M,19.0,"1,673",55.8,832,718,881
M,20.0,"1,872",71.5,894,725,918
F,30.0,"1,584",52.0,858,760,877
M,58.0,"1,620",61.1,954,852,864
F,16.0,"1,647",66.5,904,753,"1,008"
F,55.0,"1,544",67.6,999,920,911
M,23.0,"1,736",61.5,868,710,895
M,41.0,"1,740",60.3,842,741,872
F,22.0,"1,682",61.6,831,730,960
F,37.0,"1,576",57.0,872,791,921
F,36.0,"1,563",47.6,765,645,854
F,19.0,"1,615",51.5,815,640,904
M,19.0,"1,671",65.4,850,756,943
M,18.0,"1,735",63.4,870,751,940
F,35.0,"1,580",55.7,875,780,910
M,31.0,"1,738",91.3,"1,100",990,"1,051"
F,18.0,"1,574",55.0,872,709,904
F,52.0,"1,587",52.1,885,705,885
F,50.0,"1,585",65.7,986,906,956
F,38.0,"1,574",46.5,731,651,905
F,27.0,"1,601",49.4,780,682,900
F,37.0,"1,606",70.4,974,820,"1,040"
F,49.0,"1,535",53.9,895,765,895
F,21.0,"1,635",62.1,920,738,965
M,19.0,"1,777",68.8,890,755,960
M,16.0,"1,751",68.1,875,771,961
M,16.0,"1,852",63.2,833,671,911
M,31.0,"1,729",54.2,814,660,870
F,53.0,"1,552",50.7,855,745,868
M,61.0,"1,761",75.7,955,893,936
F,17.0,"1,662",52.8,790,655,905
M,19.0,"1,709",70.1,964,816,945
M,32.0,"1,764",74.9,955,870,995
F,20.0,"1,538",53.0,813,685,941
F,19.0,"1,600",59.2,886,802,936
M,24.0,"1,814",68.1,915,745,925
M,20.0,"1,700",60.2,820,735,905
F,16.0,"1,590",52.6,803,685,921
F,38.0,"1,581",47.3,800,716,835
F,19.0,"1,571",50.6,772,702,926
F,25.0,"1,647",57.8,865,731,981
F,45.0,"1,563",56.2,879,701,937
F,41.0,"1,614",59.2,889,778,916
F,38.0,"1,605",50.1,770,675,882
F,67.0,"1,401",61.5,"1,073",955,980
M,69.0,"1,727",90.4,"1,039","1,065","1,030"
M,16.0,"1,706",60.9,788,710,934
F,60.0,"1,490",72.5,"1,049",979,980
M,20.0,"1,739",101.3,"1,055","1,050","1,125"
M,24.0,"1,661",77.4,"1,005",880,"1,011"
M,48.0,"1,759",77.8,971,875,955
M,18.0,"1,649",69.0,910,845,960
F,18.0,"1,635",76.2,970,858,"1,053"
F,23.0,"1,586",47.1,815,631,859
F,37.0,"1,624",68.8,950,878,998
M,25.0,"1,650",61.2,881,775,915
F,35.0,"1,670",56.6,808,710,908
F,17.0,"1,647",98.2,"1,159","1,107","1,125"
M,19.0,"1,732",67.2,905,792,924
F,34.0,"1,599",56.5,858,735,935
M,60.0,"1,693",64.3,892,798,930
M,34.0,"1,732",75.3,967,848,972
F,20.0,"1,627",54.7,872,705,889
F,19.0,"1,518",43.6,782,650,854
M,31.0,"1,644",64.5,930,830,933
F,59.0,"1,519",57.0,893,790,961
M,25.0,"1,762",82.2,967,881,"1,027"
M,40.0,"1,680",41.5,901,744,916
M,17.0,"1,627",59.4,869,752,910
M,20.0,"1,636",62.0,900,751,881
F,16.0,"1,611",48.4,760,660,850
M,23.0,"1,731",74.7,925,845,967
M,24.0,"1,720",65.9,850,768,950
M,38.0,"1,806",80.3,940,878,972
M,40.0,"1,748",92.8,"1,087",992,"1,053"
F,21.0,"1,614",48.7,778,640,890
M,34.0,"1,718",79.9,982,895,"1,004"
F,21.0,"1,562",70.0,995,890,"1,005"
F,30.0,"1,634",53.3,832,724,900
M,26.0,"1,703",73.4,940,830,989
F,59.0,"1,510",56.4,890,841,914
F,41.0,"1,689",55.6,780,720,935
M,25.0,"1,755",73.0,930,820,970
F,29.0,"1,527",55.3,875,695,950
M,33.0,"1,757",65.1,940,712,925
M,50.0,"1,733",71.4,941,860,930
M,18.0,"1,720",53.8,812,709,870
F,56.0,"1,555",53.3,877,752,889
F,17.0,"1,560",53.6,850,741,927
M,22.0,"1,724",68.2,910,728,930
F,19.0,"1,681",95.1,"1,085","1,020","1,175"
F,35.0,"1,628",51.3,760,653,885
F,18.0,"1,475",61.3,958,845,"1,001"
F,21.0,"1,744",52.8,770,640,870
F,19.0,"1,589",54.1,875,690,931
F,25.0,"1,562",44.8,758,600,885
F,28.0,"1,570",46.4,772,634,892
F,20.0,"1,629",48.3,798,650,866
M,37.0,"1,704",61.4,873,768,860
F,35.0,"1,630",52.6,836,720,915
F,21.0,"1,520",60.9,875,791,"1,022"
M,43.0,"1,660",56.2,852,741,867
F,25.0,"1,622",61.7,910,780,935
M,20.0,"1,781",66.4,848,715,918
M,20.0,"1,739",75.3,950,860,981
F,60.0,"1,507",66.4,"1,005",927,984
F,37.0,"1,669",66.1,865,800,975
F,20.0,"1,671",55.5,877,688,920
F,17.0,"1,592",45.7,790,610,862
F,20.0,"1,591",62.2,901,740,"1,000"
M,62.0,"1,654",54.6,828,730,870
M,44.0,"1,671",96.2,"1,083","1,036","1,097"
F,25.0,"1,620",43.8,746,611,872
M,36.0,"1,672",76.2,975,891,997
F,33.0,"1,572",56.0,876,821,923
F,26.0,"1,546",45.0,768,650,862
M,32.0,"1,672",63.3,898,792,880
M,37.0,"1,700",74.6,986,805,955
F,38.0,"1,580",51.4,820,675,931
M,37.0,"1,691",76.9,975,886,970
F,19.0,"1,716",50.3,755,626,880
F,19.0,"1,557",53.3,869,705,920
F,21.0,"1,560",44.7,798,665,835
F,17.0,"1,638",49.8,795,641,882
F,33.0,"1,626",69.0,945,770,990
M,30.0,"1,739",61.6,854,721,886
M,16.0,"1,746",65.0,845,722,950
M,34.0,"1,777",79.0,960,875,"1,021"
F,29.0,"1,560",50.9,886,710,907
M,23.0,"1,704",64.4,845,710,920
F,32.0,"1,524",58.9,952,810,916
M,19.0,"1,730",57.7,851,695,857
F,34.0,"1,598",56.5,795,751,951
M,52.0,"1,707",62.5,901,819,876
M,48.0,"1,629",72.0,936,925,941
M,28.0,"1,768",65.2,850,762,918
M,16.0,"1,711",66.7,895,800,939
M,54.0,"1,715",49.6,845,690,819
M,16.0,"1,694",97.7,"1,022","1,014","1,130"
F,59.0,"1,523",58.6,949,853,915
F,29.0,"1,629",61.6,944,790,957
F,17.0,"1,542",44.6,784,645,860
M,18.0,"1,609",79.8,950,930,"1,020"
F,49.0,"1,560",65.4,965,871,965
M,63.0,"1,674",69.8,940,851,930
F,16.0,"1,545",50.3,792,674,924
F,55.0,"1,550",61.5,925,811,921
F,36.0,"1,625",60.6,860,770,932
M,48.0,"1,642",62.7,905,815,925
M,17.0,"1,745",61.4,855,735,905
M,35.0,"1,858",106.1,"1,133","1,102","1,090"
F,53.0,"1,594",58.4,914,804,950
F,17.0,"1,604",59.2,895,751,991
F,24.0,"1,655",51.8,811,665,895
M,42.0,"1,699",75.6,941,932,967
F,29.0,"1,704",66.7,965,774,971
M,43.0,"1,662",65.6,935,835,885
M,32.0,"1,804",88.3,985,923,"1,056"
F,35.0,"1,627",62.1,916,825,949
F,34.0,"1,621",56.8,853,776,907
M,19.0,"1,745",67.3,892,803,940
F,19.0,"1,617",50.4,800,661,860
F,19.0,"1,565",46.1,823,659,861
M,32.0,"1,749",94.1,"1,072",979,"1,071"
F,49.0,"1,511",58.7,982,892,841
M,33.0,"1,734",83.6,998,948,"1,032"
F,54.0,"1,625",63.5,887,781,950
M,19.0,"1,705",62.7,865,745,925
M,18.0,"1,703",57.3,817,690,894
M,16.0,"1,645",57.3,804,728,904
M,24.0,"1,769",64.9,843,719,896
M,20.0,"1,589",60.6,890,715,900
F,16.0,"1,544",50.7,829,694,847
F,33.0,"1,604",48.2,788,652,911
M,50.0,"1,740",66.7,890,780,923
F,33.0,"1,610",58.8,865,754,941
F,22.0,"1,665",59.7,845,745,975
M,54.0,"1,721",82.3,"1,034",908,"1,003"
M,20.0,"1,710",71.9,885,851,"1,004"
M,29.0,"1,734",78.8,"1,005",855,980
M,35.0,"1,749",69.6,940,757,955
M,32.0,"1,745",93.5,"1,050",940,"1,026"
F,63.0,"1,582",57.5,905,785,921
F,33.0,"1,685",51.9,832,672,923
M,33.0,"1,723",81.1,953,865,961
F,45.0,"1,490",54.5,935,790,900
F,32.0,"1,645",52.9,821,660,896
F,16.0,"1,625",56.4,881,720,910
M,39.0,"1,695",72.2,925,863,959
F,16.0,"1,489",42.3,775,620,811
F,35.0,"1,527",48.5,820,716,896
F,16.0,"1,606",59.6,854,719,954
M,19.0,"1,720",60.5,836,690,905
F,60.0,"1,630",66.4,"1,033",893,983
M,21.0,"1,780",67.6,860,775,955
F,34.0,"1,710",56.6,820,750,940
F,42.0,"1,521",56.5,881,765,905
F,52.0,"1,599",61.7,948,860,931
M,19.0,"1,763",102.1,"1,074","1,021","1,091"
M,43.0,"1,709",77.8,917,833,932
F,16.0,"1,532",42.3,765,672,880
M,45.0,"1,719",78.7,993,893,958
M,16.0,"1,626",55.8,831,755,895
F,31.0,"1,615",45.3,781,632,835
F,17.0,"1,640",66.0,926,789,974
F,17.0,"1,555",67.6,"1,011",874,965
M,17.0,"1,751",58.4,824,660,903
F,18.0,"1,721",60.5,861,680,965
M,16.0,"1,820",74.7,952,820,962
M,19.0,"1,730",53.4,761,677,841
M,20.0,"1,694",56.6,800,696,893
M,31.0,"1,713",76.4,965,851,985
M,45.0,"1,719",66.5,960,805,904
F,55.0,"1,735",82.2,"1,064",930,"1,072"
F,18.0,"1,619",48.4,780,674,891
M,22.0,"1,840",59.7,829,716,874
F,33.0,"1,536",48.7,771,710,911
F,16.0,"1,566",57.1,855,711,950
F,34.0,"1,581",55.0,826,755,923
M,30.0,"1,750",65.4,877,735,915
M,16.0,"1,688",76.5,935,870,974
F,19.0,"1,660",78.6,"1,035",930,"1,070"
F,18.0,"1,625",53.9,876,735,892
M,17.0,"1,735",57.7,815,680,902
M,18.0,"1,679",54.2,845,675,831
M,16.0,"1,649",50.5,781,644,859
M,26.0,"1,650",62.3,900,780,941
F,47.0,"1,574",41.8,850,757,892
M,38.0,"1,682",71.5,940,853,"1,001"
F,19.0,"1,558",46.9,757,646,874
M,22.0,"1,706",51.2,834,643,837
M,32.0,"1,768",84.6,985,925,"1,013"
M,19.0,"1,684",57.6,840,720,865
M,31.0,"1,875",80.4,947,826,985
F,20.0,"1,600",53.8,820,685,930
F,18.0,"1,482",52.7,836,690,981
F,27.0,"1,577",49.0,838,707,870
M,38.0,"1,716",66.6,887,799,908
M,28.0,"1,754",109.8,"1,136","1,127","1,144"
F,16.0,"1,509",61.5,889,771,945
M,64.0,"1,685",69.2,951,912,960
F,16.0,"1,590",45.5,796,675,870
M,39.0,"1,805",94.3,"1,033",990,"1,045"
M,33.0,"1,819",72.3,888,816,951
M,37.0,"1,706",67.6,910,810,954
M,19.0,"1,767",62.4,818,711,887
F,36.0,"1,581",49.5,850,714,876
F,35.0,"1,609",66.1,975,891,921
M,36.0,"1,710",84.5,"1,031",895,985
F,18.0,"1,586",49.5,810,620,885
M,16.0,"1,766",69.6,875,780,995
F,56.0,"1,541",73.4,"1,085",970,970
F,48.0,"1,567",77.9,"1,085",955,992
M,17.0,"1,726",80.7,961,874,"1,001"
F,58.0,"1,560",67.9,"1,042",930,925
F,40.0,"1,567",63.6,891,875,971
F,66.0,"1,462",45.5,892,725,832
F,25.0,"1,629",54.8,795,683,963
M,37.0,"1,644",79.0,950,870,"1,020"
F,19.0,"1,576",58.3,861,791,957
F,22.0,"1,585",61.2,895,780,"1,001"
F,35.0,"1,513",50.8,815,702,914
F,17.0,"1,620",55.1,831,708,890
F,19.0,"1,590",60.0,902,765,961
F,16.0,"1,496",48.1,815,702,876
F,33.0,"1,675",67.2,930,871,"1,021"
F,17.0,"1,461",42.4,799,676,870
F,32.0,"1,617",59.6,924,830,972
F,20.0,"1,616",61.1,870,742,974
M,33.0,"1,802",87.5,"1,035",955,"1,041"
F,18.0,"1,644",56.7,820,705,928
F,33.0,"1,570",51.3,841,720,890
F,56.0,"1,651",60.7,836,761,954
M,21.0,"1,776",69.0,890,750,957
M,41.0,"1,698",72.6,915,850,952
M,31.0,"1,788",74.1,930,855,964
M,20.0,"1,665",66.3,880,735,944
F,44.0,"1,606",55.7,880,780,912
M,21.0,"1,784",69.6,851,701,953
F,44.0,"1,563",49.3,826,685,866
M,68.0,"1,594",54.0,884,906,844
F,55.0,"1,585",77.5,"1,051",931,"1,035"
F,24.0,"1,584",58.3,840,764,965
F,17.0,"1,614",46.7,812,670,880
M,66.0,"1,653",70.3,990,924,930
F,21.0,"1,645",53.8,815,683,933
F,16.0,"1,529",49.6,742,674,945
M,18.0,"1,623",46.9,778,636,808
M,46.0,"1,685",70.5,954,892,945
M,48.0,"1,799",87.8,"1,032",942,"1,002"
M,67.0,"1,663",76.4,975,999,"1,004"
M,18.0,"1,782",60.5,844,682,871
F,43.0,"1,590",47.6,758,606,862
M,28.0,"1,671",99.0,"1,165","1,135","1,021"
M,49.0,"1,673",62.2,885,813,897
F,19.0,"1,606",50.3,800,693,905
M,34.0,"1,735",77.1,999,855,981
M,47.0,"1,650",68.4,920,820,965
F,57.0,"1,558",53.8,880,780,880
M,32.0,"1,723",75.1,953,865,961
M,23.0,"1,730",95.0,"1,075","1,028","1,050"
M,25.0,"1,676",68.5,921,780,975
M,33.0,"1,788",80.1,"1,014",832,980
F,30.0,"1,620",52.0,820,658,914
M,20.0,"1,734",68.7,874,778,927
F,57.0,"1,611",71.4,988,895,"1,002"
F,16.0,"1,616",57.8,856,753,945
M,46.0,"1,618",65.3,970,845,930
F,18.0,"1,581",41.5,731,615,831
M,18.0,"1,655",69.8,861,772,966
F,19.0,"1,604",58.9,882,746,947
F,53.0,"1,557",52.0,856,741,910
M,63.0,"1,623",85.9,"1,070","1,000","1,041"
F,39.0,"1,640",58.4,880,749,928
M,16.0,"1,694",57.5,810,720,895
F,16.0,"1,614",46.3,766,602,847
M,16.0,"1,651",53.6,770,682,885
M,52.0,"1,633",68.5,965,820,950
M,18.0,"1,751",63.7,865,716,935
F,19.0,"1,544",50.7,755,672,929
M,23.0,"1,676",67.9,890,770,920
F,16.0,"1,537",49.4,810,718,910
M,37.0,"1,713",68.5,900,851,935
F,31.0,"1,642",65.2,894,817,"1,006"
F,16.0,"1,568",47.2,782,691,886
F,38.0,"1,609",57.9,873,815,915
F,28.0,"1,529",43.2,785,645,861
F,45.0,"1,530",60.0,945,869,922
M,43.0,"1,804",96.1,"1,080",954,"1,021"
M,69.0,"1,654",56.5,870,832,833
M,57.0,"1,714",70.9,925,855,935
M,66.0,"1,746",68.0,854,920,948
M,17.0,"1,770",73.2,910,801,965
M,26.0,"1,750",77.4,930,845,979
M,30.0,"1,795",88.7,"1,000",863,"1,052"
F,17.0,"1,687",59.6,900,703,970
M,19.0,"1,749",66.5,865,744,927
M,25.0,"1,686",57.2,840,714,865
M,26.0,"1,800",70.0,875,786,950
F,19.0,"1,510",50.6,869,722,914
F,20.0,"1,624",58.3,845,724,962
M,18.0,"1,724",70.5,884,756,921
M,59.0,"1,651",81.1,"1,021","1,009",966
M,16.0,"1,813",62.3,809,707,911
F,44.0,"1,585",59.5,930,745,945
M,18.0,"1,672",52.7,759,651,850
M,32.0,"1,785",61.4,875,725,855
F,48.0,"1,509",53.1,907,802,895
F,36.0,"1,605",64.8,928,782,973
M,20.0,"1,834",78.5,911,791,"1,011"
F,27.0,"1,552",46.4,812,691,867
F,41.0,"1,593",59.5,905,783,955
M,18.0,"1,742",64.1,826,701,901
M,20.0,"1,751",75.3,955,822,"1,002"
M,19.0,"1,740",71.8,909,811,938
M,32.0,"1,664",70.2,972,835,974
M,35.0,"1,660",62.6,900,767,940
F,49.0,"1,548",54.6,854,801,911
F,37.0,"1,551",58.0,941,825,925
F,49.0,"1,531",65.4,"1,021",945,972
F,34.0,"1,606",57.8,860,788,943
M,17.0,"1,767",64.8,840,695,905
M,18.0,"1,814",72.8,871,746,981
M,25.0,"1,772",82.5,980,860,"1,015"
M,46.0,"1,725",69.1,973,860,923
M,38.0,"1,597",72.9,"1,002",846,960
M,17.0,"1,720",50.9,760,620,840
M,16.0,"1,736",68.6,895,790,960
M,46.0,"1,615",72.2,977,896,945
M,21.0,"1,725",72.6,910,815,965
M,35.0,"1,705",69.6,961,845,970
F,63.0,"1,473",55.1,915,860,925
F,34.0,"1,609",50.2,816,670,887
F,19.0,"1,608",51.6,791,706,906
F,20.0,"1,639",56.4,810,731,954
F,18.0,"1,595",58.8,883,743,940
F,16.0,"1,590",45.4,725,620,865
F,18.0,"1,606",48.1,765,612,875
F,23.0,"1,626",45.9,770,650,845
M,27.0,"1,762",79.2,995,856,975
M,18.0,"1,690",50.4,760,654,830
F,51.0,"1,570",70.9,"1,025",912,994
M,17.0,"1,650",45.6,772,616,813
M,19.0,"1,671",58.2,860,725,875
M,16.0,"1,718",73.8,970,846,981
F,21.0,"1,600",50.5,816,698,891
F,39.0,"1,625",58.0,890,810,971
M,18.0,"1,720",65.2,850,747,940
M,66.0,"1,650",61.9,906,855,905
M,18.0,"1,790",58.7,790,690,913
F,48.0,"1,597",63.5,920,815,955
M,15.0,"1,614",55.9,855,732,887
M,39.0,"1,737",62.6,874,746,906
F,26.0,"1,519",51.2,826,700,933
F,35.0,"1,582",57.1,930,776,895
M,39.0,"1,777",90.0,"1,035",965,"1,040"
M,59.0,"1,738",59.5,880,731,846
M,23.0,"1,789",76.0,902,857,"1,000"
M,48.0,"1,688",66.2,968,822,899
M,18.0,"1,694",52.8,790,688,880
M,36.0,"1,785",68.2,915,755,936
F,29.0,"1,602",59.2,897,794,962
M,16.0,"1,777",53.6,792,647,878
M,31.0,"1,745",74.0,"1,003",820,910
M,28.0,"1,754",71.2,936,800,933
M,31.0,"1,702",69.1,935,810,950
M,53.0,"1,706",73.7,980,855,960
M,23.0,"1,730",81.0,"1,038",855,"1,002"
M,17.0,"1,749",65.5,851,711,906
F,29.0,"1,606",42.9,740,600,811
F,16.0,"1,576",53.2,805,695,930
M,17.0,"1,713",58.7,792,690,874
M,34.0,"1,708",65.9,840,740,930
M,41.0,"1,673",65.7,902,811,935
F,18.0,"1,486",53.6,821,708,884
M,45.0,"1,637",73.0,974,915,930
M,38.0,"1,700",75.4,980,878,990
F,62.0,"1,567",63.1,984,841,919
F,21.0,"1,608",53.1,835,720,899
M,38.0,"1,625",64.9,906,835,965
F,19.0,"1,620",,775,622,850
F,21.0,"1,605",56.7,851,695,963
F,33.0,"1,627",67.3,966,851,986
M,34.0,"1,688",61.0,908,745,900
F,57.0,"1,574",61.2,970,880,912
F,35.0,"1,569",49.4,784,730,912
M,19.0,"1,685",60.2,837,727,889
M,31.0,"1,827",89.5,995,896,"1,025"
M,60.0,"1,748",75.7,"1,006",890,916
M,20.0,"1,732",71.5,928,831,"1,000"
F,19.0,"1,600",59.5,893,730,933
F,33.0,"1,618",60.1,855,760,980
F,25.0,"1,614",51.6,800,730,885
M,33.0,"1,730",77.7,956,868,984
M,23.0,"1,686",54.1,850,692,845
M,19.0,"1,757",64.7,875,745,915
M,26.0,"1,785",73.6,924,873,966
F,18.0,"1,598",54.1,785,734,896
F,41.0,"1,519",52.3,825,727,963
F,18.0,"1,584",51.0,810,674,920
F,19.0,"1,656",55.7,855,775,898
M,64.0,"1,684",79.5,"1,013",994,989
M,19.0,"1,666",50.7,800,675,845
M,58.0,"1,605",52.9,904,800,810
F,17.0,"1,645",60.1,865,665,989
F,57.0,"1,468",56.9,925,821,930
F,19.0,"1,660",72.6,900,820,"1,023"
M,59.0,"1,672",81.8,"1,049",994,995
F,43.0,"1,610",53.7,815,677,915
M,16.0,"1,654",59.1,817,738,920
F,40.0,"1,566",54.4,831,740,905
F,18.0,"1,669",55.0,786,635,920
F,16.0,"1,630",54.6,836,693,934
M,17.0,"1,730",79.6,940,862,"1,058"
M,26.0,"1,700",69.3,913,735,933
M,34.0,"1,722",63.0,866,760,930
F,25.0,"1,600",50.4,795,662,893
M,41.0,"1,700",79.6,983,944,"1,004"
F,17.0,"1,595",63.1,931,799,954
F,25.0,"1,588",40.6,740,590,835
M,18.0,"1,741",82.9,"1,011",865,"1,067"
M,17.0,"1,708",61.8,854,750,933
M,28.0,"1,770",70.5,932,766,950
M,23.0,"1,865",81.6,925,795,"1,020"
M,16.0,"1,756",55.6,774,667,877
M,34.0,"1,825",87.6,"1,025",900,"1,021"
F,45.0,"1,715",60.0,932,741,930
M,17.0,"1,692",50.9,800,662,825
M,26.0,"1,788",95.7,"1,064","1,038","1,092"
M,37.0,"1,691",81.9,"1,046",965,"1,001"
M,18.0,"1,748",88.4,971,910,"1,015"
M,60.0,"1,745",75.4,962,870,966
M,66.0,"1,651",63.1,923,893,858
M,18.0,"1,673",51.6,795,665,838
M,27.0,"1,713",83.6,"1,010",960,"1,060"
M,47.0,"1,796",71.7,932,857,941
F,54.0,"1,546",62.2,932,810,992
M,17.0,"1,734",61.9,843,696,880
F,33.0,"1,549",49.9,821,690,881
M,28.0,"1,681",62.4,854,780,910
F,52.0,"1,622",86.2,"1,136",988,"1,018"
F,17.0,"1,554",56.4,844,700,962
F,57.0,"1,470",58.7,"1,040",915,901
F,47.0,"1,580",61.0,906,776,966
M,16.0,"1,790",62.3,830,710,945
F,30.0,"1,619",54.9,881,761,903
M,19.0,"1,777",63.2,910,699,897
F,55.0,"1,542",58.1,934,891,931
M,22.0,"1,630",66.3,876,825,961
M,16.0,"1,799",60.2,800,690,910
F,54.0,"1,452",47.5,842,780,861
F,35.0,"1,613",68.2,951,828,"1,014"
M,22.0,"1,616",75.8,975,870,"1,032"
M,36.0,"1,709",69.7,909,845,942
F,35.0,"1,630",67.0,947,805,"1,002"
M,18.0,"1,618",45.2,737,605,827
F,19.0,"1,624",47.4,765,628,865
F,18.0,"1,588",51.7,810,667,920
F,34.0,"1,620",56.7,880,682,903
M,49.0,"1,673",76.9,977,868,985
M,18.0,"1,726",58.9,810,680,880
F,17.0,"1,665",63.5,906,775,980
M,27.0,"1,786",82.7,990,870,"1,020"
F,23.0,"1,659",57.7,780,732,940
F,16.0,"1,704",50.7,720,635,893
F,26.0,"1,568",60.6,865,780,"1,000"
F,18.0,"1,571",45.2,775,615,861
M,19.0,"1,711",62.2,852,711,912
M,20.0,"1,787",95.5,"1,065",935,"1,101"
M,18.0,"1,853",69.0,831,760,941
M,30.0,"1,720",76.3,952,844,971
M,19.0,"1,691",59.8,812,719,900
M,16.0,"1,627",63.7,855,768,936
F,34.0,"1,509",63.6,"1,014",874,965
F,25.0,"1,560",62.2,955,855,895
F,20.0,"1,650",52.9,804,682,915
F,48.0,"1,558",76.3,"1,005",930,"1,055"
M,59.0,"1,709",69.1,980,860,925
F,19.0,"1,635",46.4,815,682,845
F,23.0,"1,655",52.7,847,663,865
F,35.0,"1,575",50.9,859,745,888
M,19.0,"1,678",48.9,775,648,811
M,34.0,"1,792",86.3,"1,040",884,"1,028"
